rn	rab.all	rab.win.hide.lime.Day.6	rab.win.hide.untreated.Day.6	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
K06884	4.31704189536695	3.97964867002009	4.593398205159	0.597038092271058	0.453975603472387	1.15484449501596	0.100666707508447	0.144348232205424	0.313055333096284	0.199999999999997	0.337568191065551
K06885	3.50338023300944	3.22200708371623	3.84620456346036	0.624392313211923	0.457287010873939	1.39150197965565	0.0100004582078925	0.134326969841314	0.30189977182007	0.108299999999999	0.208770278171576
K06886	5.44588865622602	5.10526640523958	5.76890450452047	0.671177955911054	0.154027104263398	4.3103387420142	4.67861010389608e-05	0.160907524472393	0.33100662535013	0.0999999999999986	0.197132258007463
K06887	0.210584554995785	0.0888267214567939	0.797102109698193	0.761397474653845	0.64787590882978	1.16678409637658	0.143237868320802	0.149765063920114	0.315706127166389	0.273199999999998	0.419153629487041
K06888	2.48630893239322	2.32920919943729	2.62130496581042	0.309728985567762	0.175519498003816	1.54231223884205	0.00133676857876842	0.161832954534974	0.330536586285779	0.101399999999999	0.199087265156066
K06889	6.64609055110949	6.25515799841187	7.20640154209222	0.948642504666598	0.37065847636773	2.08175842750704	4.67861010389608e-05	0.0760694467502475	0.225264441891792	0.0999999999999986	0.197132258007463
K06890	3.46257779677307	3.2014118112378	3.7586427792263	0.438649064872561	0.272378323339571	1.80607397582922	0.0173220476724383	0.0445820450104118	0.163746332388265	0.116399999999999	0.220135132526459
K06891	6.04957417495913	5.35852020651834	6.56336021712655	1.20223993590963	0.263091495586027	4.29613652245275	4.67861010389608e-05	0.0143809363864526	0.0845665018738685	0.0999999999999986	0.197132258007463
K06893	3.5552903860717	3.34375396297608	4.02162236580272	0.799340437110143	0.548200820481643	1.4525296299535	4.67861010389608e-05	0.159963303171073	0.329931471989743	0.0999999999999986	0.197132258007463
K06894	4.58620726932251	4.28409754323896	4.88417942283213	0.632152629183746	0.502199254842798	1.44922386747101	4.67861010389608e-05	0.115646844565134	0.279311079672651	0.0999999999999986	0.197132258007463
K06895	5.89527771065801	5.14843390477589	6.47070043819425	1.32385004036016	0.265913762073015	5.12999950401566	4.67861010389608e-05	0.00226158586280678	0.0456470767947263	0.0999999999999986	0.197132258007463
K06896	0.168272164302113	0.230272524667157	0.0799399283255262	-0.305631257097715	1.04775028586047	-0.266800097127603	0.343104603372395	0.445701416647249	0.611431919582372	0.726500000000006	0.823752803951318
K06897	0.525401219215703	0.483533507369163	0.590060499042608	0.879469570214193	1.03859980843235	0.802831552112889	0.235176562581753	0.25127872748974	0.419233112326074	0.488199999999996	0.599680130840963
K06898	-0.0977112649970842	-0.165231029399767	0.00663604940079665	0.0257528868925929	1.19577338577397	0.00900791622879667	0.487674883867214	0.560603049227295	0.705957031090073	0.9928	0.995429138530977
K06899	3.81414461271523	3.27276243723892	4.1360935813092	0.643937285070578	0.510355931738184	1.71787785277967	0.0213193327233724	0.05056014601756	0.178033161425993	0.119299999999999	0.224137652792786
K06900	-0.591969872591607	-1.76957231330292	0.568169231935684	2.30593882061635	1.96644549669503	0.986347744885213	0.0640000673914891	0.291014181758397	0.459752968354266	0.154899999999999	0.274199672506819
K06901	6.27728143294178	5.65296426911329	6.70693499625709	1.03768861024611	0.249886347499889	4.36301154039996	4.67861010389608e-05	0.00138464633535464	0.0391259235438526	0.0999999999999986	0.197132258007463
K06902	3.34694719341274	3.28719044880855	3.43879308074518	0.402186740741087	0.618009399684492	0.498289742917838	0.261159238627767	0.318646761499063	0.48868804714856	0.505399999999991	0.647810020048903
K06903	3.51153160653777	3.08702102231171	4.46853651755204	1.37626281650777	0.897579473964735	1.5853136134235	4.67861010389608e-05	0.0840813088690621	0.237658384571118	0.0999999999999986	0.197132258007463
K06904	0.836636956781961	1.46418414524431	-0.0140810996447112	-0.285250265466622	1.92018595575574	-0.166665500900206	0.452365091718084	0.65232516186206	0.772829826139805	0.9997	0.999808185840708
K06905	3.32269453785951	3.09926362947744	4.11970495232455	1.01956368031626	0.909263470332655	1.22667562753361	0.030000149545301	0.128586105765285	0.295326047904063	0.127699999999999	0.23597153334113
K06906	3.18918374168215	3.06498358345631	4.10713392806094	1.04884858304091	1.03376178235374	1.05435658626035	0.0906667126374239	0.142317005184079	0.311190991881509	0.179399999999998	0.307475001199401
K06907	4.01706780853439	3.56871055386965	4.83463016256943	1.26919906943916	0.976948009480602	1.31440143938506	0.0333334674308612	0.125769246260498	0.291961941845769	0.128299999999999	0.236750836382666
K06908	3.33783183916667	3.11319196038976	4.24070122225131	1.12132767090357	1.01259658143281	1.12108856420647	0.104000039348607	0.144150932543351	0.313238446617835	0.190099999999998	0.323614850764227
K06909	0.127184593881308	-0.241539515962637	0.423091597597413	0.667293870592191	1.80541904297467	0.391163888483289	0.382666671265601	0.59576962757037	0.73179563565082	0.816400000000006	0.881748555938547
K06910	5.08978654977713	4.74977191018583	5.44950619414254	0.709688840802167	0.102966355089811	7.14315283896526	4.67861010389608e-05	0.0585467596865867	0.194463228266426	0.0999999999999986	0.197132258007463
K06911	7.75347272151179	7.01692327394887	8.27489231796479	1.26002511454997	0.258124691874522	4.45095858149849	4.67861010389608e-05	0.0200137271638821	0.101816492682099	0.0999999999999986	0.197132258007463
K06912	-2.97397143930688	-1.55802757046063	-3.91395620418385	-1.36508321526989	2.22679485922838	-0.745342066574593	0.245836121937002	0.371271200627984	0.53709533188707	0.466399999999992	0.606871104631085
K06913	-6.1470473422314	-4.45433037756023	-7.62258804423481	-2.50371714353724	5.381481198286	-0.448470485049985	0.264666677863006	0.549929137044164	0.675774479799496	0.550899999999994	0.673786870344461
K06914	-7.42581592327776	-7.31480811975992	-7.58517311154317	-1.1274119488427	4.98269230237372	-0.176083025539384	0.423717524540984	0.664234698024984	0.770903491220354	0.808700000000001	0.869303135940817
K06915	5.80023653319858	5.12286768577544	6.43550550732907	1.31146077882339	0.239464172338408	5.49263498914123	4.67861010389608e-05	0.00477508371324876	0.0573783962067658	0.0999999999999986	0.197132258007463
K06916	6.17565110031178	5.47496562401438	6.63244584744805	1.16417060417166	0.309035247620515	3.63924644976946	4.67861010389608e-05	0.0147493481800419	0.0857154383320047	0.0999999999999986	0.197132258007463
K06917	4.73341633927357	4.3219558782714	5.01985412625615	0.692833105470118	0.210643339071367	2.83611834964772	4.67861010389608e-05	0.186437518983486	0.355600493938384	0.0999999999999986	0.197132258007463
